date,DOY,obs_lai,obs_nee,minT,maxT,ssrd,CO2,21d_minT,21d_DayLength,21d_vpd,removalinput
16/04/2002,106,,-5.89151556,1.476806641,11.20285034,9.749733,375.2557143,275.9960534,47182.06814,231.7386395,0
17/04/2002,107,,-4.393575864,4.375854492,11.39797974,9.749733,375.2814286,276.0243504,47464.43049,232.8843347,0
18/04/2002,108,,5.192110152,6.081451416,9.278900146,6.530193,375.3071429,276.118471,47746.34459,225.5109079,0
19/04/2002,109,,-2.648737152,3.925231934,11.42282104,7.758321,375.3328571,276.2886922,48027.77396,225.8551149,0
20/04/2002,110,,-0.964806552,4.720367432,12.53442383,7.6317435,375.3585714,276.4466512,48308.68084,225.319017,0
21/04/2002,111,,-2.09172456,8.747039795,14.3873291,6.710238,375.3842857,276.5379089,48589.0261,228.7991714,0
22/04/2002,112,,-6.325364736,10.12722778,12.59646606,6.710238,375.41,276.77584,48868.76917,234.8877705,0
23/04/2002,113,2.38,-7.123402224,9.042053223,15.74993896,10.578214,375.5014286,277.1852057,49147.86794,243.0515838,0
24/04/2002,114,,-8.227597464,7.068328857,14.95346069,10.92412,375.5928571,277.1208296,49426.27871,243.9128945,0
25/04/2002,115,,-5.489935488,7.50479126,12.15100098,10.92412,375.6842857,277.3774228,49703.95607,253.2960935,0
26/04/2002,116,,-4.915577232,4.777679443,9.061004639,10.747075,375.7757143,277.4388009,49980.85285,252.1265706,0
27/04/2002,117,,-7.88455188,2.402130127,8.801727295,10.747075,375.8671429,277.3782322,50256.92004,253.1550551,0
28/04/2002,118,,-4.754766096,4.198303223,8.153533936,8.0534865,375.9585714,277.6252938,50532.10666,245.4863194,0
29/04/2002,119,,-3.575198736,2.387969971,9.160308838,7.3949565,376.05,277.7245021,50806.35975,243.4776858,0
30/04/2002,120,,-1.730084832,4.051849365,7.004669189,7.3949565,375.9857143,277.7470721,51079.62426,236.1642016,0
01/05/2002,121,,-5.255418888,2.151000977,9.860931396,9.214234,375.9214286,277.6196684,51351.84295,229.1872853,0
02/05/2002,122,,-8.272402992,2.953216553,10.5491333,9.906863,375.8571429,277.6540966,51622.95636,228.646787,0
03/05/2002,123,,-6.393949056,3.429321289,9.702331543,8.938437,375.7928571,277.6227347,51892.9027,225.2584356,0
04/05/2002,124,,-8.743230936,5.045074463,10.06158447,8.7914,375.7285714,277.879902,52161.61778,222.7341327,0
05/05/2002,125,,-11.37839054,3.18170166,13.06057739,12.901892,375.6642857,277.9150713,52429.03496,234.1622314,0
06/05/2002,126,,-7.11864288,3.45690918,13.88876343,12.901892,375.6,277.9644909,52695.08508,242.0246052,0
07/05/2002,127,,-4.188124656,6.60848999,13.92736816,10.768626,375.5242857,278.2088568,52959.69635,238.4715271,0
08/05/2002,128,,-4.514886432,7.322998047,12.64129639,10.322877,375.4485714,278.349197,53222.79435,235.5093565,0
09/05/2002,129,,-1.685594664,6.079345703,13.24743652,11.009505,375.3728571,278.3490967,53484.30194,245.4583856,0
10/05/2002,130,,-3.689765568,7.530975342,16.36019897,10.767808,375.2971429,278.5207987,53744.13919,248.7543902,0
11/05/2002,131,,-12.74337727,6.714599609,13.49499512,12.452596,375.2214286,278.6157622,54002.22337,257.6787008,0
12/05/2002,132,,-10.85239037,3.586364746,12.42062378,12.244726,375.1457143,278.3700158,54258.46886,269.0191607,0
13/05/2002,133,4.05,0.048219624,9.074584961,12.07861328,10.075997,375.07,278.3198899,54512.78714,264.1974458,0
14/05/2002,134,,-8.888177736,9.253570557,12.80334473,8.604262,375.1928571,278.3299622,54765.08676,258.3254133,0
15/05/2002,135,,-6.73534332,8.614044189,14.88244629,8.604262,375.3157143,278.4035677,55015.27329,259.4266488,0
16/05/2002,136,,-10.09206799,10.42294312,18.9385376,7.8164265,375.4385714,278.5425273,55263.24931,260.5302981,0
17/05/2002,137,,-3.491354448,8.440032959,14.0914917,10.958765,375.5614286,278.716925,55508.9144,264.7525562,0
18/05/2002,138,,-3.651066792,6.67074585,11.30627441,10.958765,375.6842857,278.9201925,55752.16516,258.7958062,0
19/05/2002,139,,-4.006499976,7.940582275,14.65005493,7.4980735,375.8071429,279.0983962,55992.89518,262.9792506,0
20/05/2002,140,,-4.18715892,10.73986816,15.19204712,5.934406,375.93,279.4961057,56230.99507,262.1813721,0
21/05/2002,141,,-6.735613968,9.980102539,15.51821899,11.182458,375.9742857,279.7784034,56466.3525,274.4662454,0
22/05/2002,142,,-7.279969608,10.53189087,14.7059021,9.945055,376.0185714,280.1774934,56698.85224,276.9562574,0
23/05/2002,143,,-6.59926764,10.13998413,13.62600708,9.945055,376.0628571,280.5197205,56928.37621,275.9892338,0
24/05/2002,144,6.27,-5.98078188,8.500152588,12.3192749,9.81875,376.1071429,280.7611886,57154.80353,272.1120936,0
25/05/2002,145,,-7.278060816,8.577972412,12.37649536,10.18075,376.1514286,280.9294219,57378.01065,271.1991871,0
26/05/2002,146,,-7.539043464,8.484588623,11.81103516,10.18075,376.1957143,281.1819403,57597.87138,260.6348735,0
27/05/2002,147,,-7.510356288,7.436889648,12.046875,8.832319,376.24,281.3714632,57814.25707,253.8193843,0
28/05/2002,148,,-7.850198808,6.795257568,12.9571228,9.209869,376.1914286,281.3803569,58027.0367,253.7597951,0
29/05/2002,149,,-5.774949648,8.916137695,12.21652222,9.278614,376.1428571,281.4562206,58236.07705,249.5106822,0
30/05/2002,150,,-5.3164404,7.649108887,13.38397217,10.442908,376.0942857,281.5309713,58441.24286,245.6854426,0
31/05/2002,151,,-7.04638116,7.043548584,14.240448,11.241382,376.0457143,281.5077605,58642.39701,250.4074376,0
01/06/2002,152,0,-3.339205344,8.978363037,18.02484131,11.687676,375.9971429,281.6155587,58839.40071,256.2757441,0
02/06/2002,153,,1.709369784,12.22406006,16.53536987,11.687404,375.9485714,282.0268776,59032.11378,249.6350319,0
03/06/2002,154,,1.057450464,11.24072266,14.43212891,11.965928,375.9,282.130027,59220.39485,257.544532,100
04/06/2002,155,,1.335829752,7.804046631,13.38879395,11.965928,375.8357143,282.061002,59404.10161,260.6821794,0
05/06/2002,156,,1.804039776,8.217895508,14.37765503,10.272683,375.7714286,282.0421378,59583.09116,255.8835511,0
06/06/2002,157,,-2.409046488,11.53289795,19.66949463,14.651606,375.7071429,282.0949928,59757.22023,255.0056287,0
07/06/2002,158,,2.543346432,12.36343384,16.61395264,14.651606,375.6428571,282.2818214,59926.3456,254.1730583,0
08/06/2002,159,,0.07975152,12.38250732,15.59960938,8.1028625,375.5785714,282.55381,60090.32435,251.788147,0
09/06/2002,160,,1.814035824,10.431427,13.04263306,7.889536,375.5142857,282.6724217,60249.01429,246.991454,0
10/06/2002,161,,-2.433238704,8.722290039,12.73300171,9.646616,375.45,282.5763466,60402.27428,246.2638038,0
11/06/2002,162,,-3.277976688,8.010620117,13.17642212,10.633046,375.4185714,282.4825617,60549.9647,236.5307287,0
12/06/2002,163,0.48,-3.759535296,6.081451416,12.32546997,9.938235,375.3871429,282.270636,60691.94776,235.4654051,0
13/06/2002,164,,-3.434893128,8.843261719,14.4362793,9.465752,375.3557143,282.2088873,60828.088,241.4648732,0
14/06/2002,165,,-0.08930088,9.977966309,13.87081909,8.811041,375.3242857,282.2792594,60958.25269,239.7690993,0
15/06/2002,166,,-2.179177992,10.68963623,16.10919189,9.608697,375.2928571,282.3798148,61082.31224,239.9456536,0
16/06/2002,167,,-2.315202048,11.03134155,16.93255615,9.608697,375.2614286,282.5010888,61200.14069,244.7742858,0
17/06/2002,168,,-5.30547516,13.76623535,18.09518433,15.244119,375.23,282.8024862,61311.61611,262.2551687,0
18/06/2002,169,,-2.881005624,11.6418457,16.50500488,15.244119,375.2671429,283.0332761,61416.62108,275.9443959,0
19/06/2002,170,,-2.858072256,10.81344604,15.67681885,12.028671,375.3042857,283.1236241,61515.04311,287.5188922,0
20/06/2002,171,,-3.167061336,9.317230225,15.90853882,11.278209,375.3414286,283.2030584,61606.77508,295.0560212,0
21/06/2002,172,,-1.046494296,10.54107666,13.80392456,11.185731,375.3785714,283.3696074,61691.71564,286.4689066,0
22/06/2002,173,,-2.190643704,11.12258911,14.95275879,9.884767,375.4157143,283.4717134,61769.76967,265.4111027,0
23/06/2002,174,,-4.323163536,9.665283203,14.78036499,10.337063,375.4528571,283.3498669,61840.84864,266.4355952,0
24/06/2002,175,,-2.120512176,9.697845459,13.7963562,8.944439,375.49,283.2763965,61904.87097,263.8810407,0
25/06/2002,176,,-3.380727024,9.788391113,16.19815063,13.655082,375.3942857,283.3708891,61961.76242,271.5875836,0
26/06/2002,177,,-2.365199784,10.46469116,14.52453613,13.655082,375.2985714,283.4778794,62011.4564,276.9622821,0
27/06/2002,178,,-4.648090392,8.886413574,14.25698853,11.303579,375.2028571,283.3518563,62053.89424,276.8298518,0
28/06/2002,179,,-4.426815672,8.72088623,14.99276733,12.512339,375.1071429,283.1784017,62089.02548,290.4665531,0
29/06/2002,180,,-2.709758016,9.337738037,15.39755249,11.339588,375.0114286,283.0334127,62116.80812,296.2201785,0
30/06/2002,181,,-1.432495368,10.09259033,13.25158691,6.6657725,374.9157143,283.0172776,62137.20875,297.5763877,0
01/07/2002,182,,-0.944250912,9.033569336,11.4800415,4.465672,374.82,283.0321004,62150.20276,294.4958431,0
02/07/2002,183,,-2.73938112,7.983032227,14.07839966,9.494396,374.77,283.0307867,62155.77443,295.4957617,0
03/07/2002,184,2.89,-1.647632448,7.444671631,15.19549561,9.753825,374.72,283.095702,62153.91702,294.5886441,0
04/07/2002,185,,-0.399148776,9.433959961,13.86669922,9.753825,374.67,283.1238305,62144.63277,296.7876405,0
05/07/2002,186,,-3.201009624,9.487731934,14.59902954,9.489212,374.62,283.100486,62127.93293,310.8067834,0
06/07/2002,187,,-0.27517536,8.829101563,14.96588135,9.489212,374.57,283.0118891,62103.83767,316.0033689,0
07/07/2002,188,,-2.732368248,9.461547852,15.16586304,8.1066815,374.52,282.937137,62072.37601,321.9560725,0
08/07/2002,189,,-3.378446712,10.83538818,15.40444946,12.47633,374.47,282.7975728,62033.58568,310.2893419,0
09/07/2002,190,,-4.148164656,9.775634766,15.9609375,12.47633,374.4042857,282.7087056,61987.51295,303.466354,0
10/07/2002,191,,-5.036184288,8.555328369,15.76165771,11.597654,374.3385714,282.6011762,61934.2124,298.3801767,0
11/07/2002,192,,-4.740144624,9.487030029,15.30929565,11.597654,374.2728571,282.6092619,61873.7467,295.8886969,0
12/07/2002,193,,-5.717006568,8.184631348,14.51144409,10.906115,374.2071429,282.4970503,61806.1863,294.2257847,0
13/07/2002,194,,-4.196149272,6.842651367,17.44284058,11.695587,374.1414286,282.2932437,61731.60917,308.2467684,0
14/07/2002,195,,-2.66470668,10.98959351,17.83798218,11.69586,374.0757143,282.3563061,61650.10038,313.3643788,0
15/07/2002,196,,-3.400628184,12.92440796,18.58132935,10.36707,374.01,282.5099519,61561.75183,320.0078107,0
16/07/2002,197,,-3.604124808,11.17776489,16.25881958,10.36707,373.9142857,282.5761126,61466.66179,313.0558919,0
17/07/2002,198,4.05,-2.862877176,11.55978394,15.08447266,7.9102685,373.8185714,282.6282599,61364.93456,306.3361769,0
18/07/2002,199,,-3.547517472,10.40808105,17.05874634,8.009566,373.7228571,282.7007202,61256.67998,303.5783601,0
19/07/2002,200,,-3.83709096,10.44134521,14.71832275,7.224186,373.6271429,282.7826468,61142.01307,282.097932,0
20/07/2002,201,,-3.645457272,9.564849854,12.9336853,3.932083,373.5314286,282.7934617,61021.05357,274.1692774,0
21/07/2002,202,,-3.395656944,10.25811768,16.40985107,10.003433,373.4357143,282.8013439,60893.92547,291.5877268,0
22/07/2002,203,,-3.27177468,10.64224243,17.71798706,9.05383,373.34,282.8779474,60760.7566,302.165535,0
23/07/2002,204,,-3.717915552,12.21343994,14.51144409,7.616194,373.3385714,283.0793954,60621.67817,300.8044292,0
24/07/2002,205,,-4.95431856,10.58496094,15.86026001,7.069511,373.3371429,283.228933,60476.82435,312.5112388,0
25/07/2002,206,,-0.919910088,11.31643677,17.2897644,6.57575,373.3357143,283.3185747,60326.33179,307.6972456,0
26/07/2002,207,,-3.530013696,12.29620361,17.62832642,7.1759015,373.3342857,283.4523115,60170.33927,306.9011234,0
27/07/2002,208,,-2.911500072,13.19110107,20.08392334,10.27432,373.3328571,283.6600258,60008.98721,310.4957671,0
28/07/2002,209,3.76,-1.960109064,14.46237183,19.03024292,10.27432,373.3314286,283.8981602,59842.41733,304.5947662,0
29/07/2002,210,,3.049180416,15.07427979,18.04623413,4.4997715,373.33,284.1000122,59670.77221,295.1523863,0
30/07/2002,211,,2.574898416,14.65478516,19.29849243,6.042161,373.2214286,284.3323527,59494.19499,285.5272758,0
31/07/2002,212,,6.3268668,14.67953491,19.46813965,6.618306,373.1128571,284.6239816,59312.82894,280.4029625,0
01/08/2002,213,,1.009937808,15.82061768,21.48031616,11.307126,373.0042857,284.925581,59126.81719,283.1219755,0
02/08/2002,214,,4.03236684,13.78179932,20.44528198,11.307126,372.8957143,285.1921128,58936.30239,288.701957,0
03/08/2002,215,,3.772705032,16.078125,18.3503418,6.6245805,372.7871429,285.6318973,58741.42639,275.2290718,0
04/08/2002,216,,-1.835982504,13.12249756,20.24185181,11.131445,372.6785714,285.7334641,58542.33003,275.3592526,0
05/08/2002,217,,-2.792388384,13.2208252,20.93832397,12.496517,372.57,285.7475792,58339.15281,278.3703711,0
06/08/2002,218,,-1.313116056,12.72351074,20.04049683,12.496517,372.4614286,285.8211862,58132.0327,277.5965456,100
07/08/2002,219,,0.415725912,14.93280029,17.6600647,8.986995,372.3528571,285.981806,57921.10592,277.5150107,0
08/08/2002,220,,0.377609904,12.4072876,16.09609985,7.288839,372.2442857,286.0770063,57706.50674,281.2620301,0
09/08/2002,221,,1.213240896,11.77767944,14.31906128,6.352603,372.1357143,286.1406413,57488.36729,280.2233872,0
10/08/2002,222,,-0.409533192,11.33480835,16.32711792,4.934336,372.0271429,286.224925,57266.81744,289.4558269,0
11/08/2002,223,,1.234083816,12.79779053,14.5328064,4.934336,371.9185714,286.3458618,57041.98461,274.0682151,0
12/08/2002,224,,0.705711528,11.73239136,17.91659546,8.621175,371.81,286.3977737,56813.99369,277.0393324,0
13/08/2002,225,,0.29285172,15.39758301,19.09094238,8.621175,371.7414286,286.5493995,56582.9669,276.8917603,0
14/08/2002,226,,0.50715288,13.29226685,18.99853516,6.690597,371.6728571,286.6783189,56349.02373,268.0040178,0
15/08/2002,227,,-1.323728352,14.93490601,18.29309082,10.741074,371.6042857,286.8506269,56112.28084,276.9945334,5.8
16/08/2002,228,,-2.343780576,9.322906494,18.28137207,10.741074,371.5357143,286.7090413,55872.85203,280.3335153,5.8
17/08/2002,229,,-1.030797576,12.96261597,22.75741577,10.358886,371.4671429,286.6981611,55630.84816,286.2231798,5.8
18/08/2002,230,,2.506970952,14.13763428,18.05932617,8.443585,371.3985714,286.6826974,55386.37711,280.0926165,5.8
19/08/2002,231,,-1.479055464,11.53359985,17.14425659,7.465611,371.33,286.5140936,55139.54382,290.5698446,1.8
20/08/2002,232,,-1.592311608,11.51947021,17.362854,8.252355,371.2728571,286.3647929,54890.45018,301.6855556,1.8
